"","MM13","MM14","MM15","MM16","MM17","MM18","MM19","MM20","MM21"
"nbis-gene-990",577.491334763772,515.315244406179,689.654734545446,33.8833813879563,62.5250768360783,53.1485714978935,252.30293829447,191.034655728279,138.099580635967
"nbis-gene-991",351.744722083389,287.366572352293,233.759376315966,289.978705831812,356.824145392102,173.858886425313,302.308926064545,224.912722753983,290.009119335531
"nbis-gene-992",231.871520776363,287.366572352293,330.620996336394,126.077698187744,152.000617825639,131.520193876143,168.20195886298,175.977737050188,130.208176028197
"nbis-gene-993",2679.20979855556,3157.7913194953,3131.85904732717,163.113022030394,142.298450730385,154.040775019318,387.546405218082,337.839612839666,250.552096296683
"nbis-gene-994",4360.05957746648,4507.11781899911,4516.33446948582,7125.75390444857,6525.24638084107,7447.10577242518,7928.222061001,7180.26809461462,6995.7301847877
"nbis-gene-995",4375.80934114186,4437.97698956097,4410.43243159681,7952.35081319197,7663.63398668415,8278.56562823121,8727.18136560015,7330.83728139553,7409.04250111963
"nbis-gene-996",3867.44196917557,3869.72579761621,3709.15430264892,8487.3930448762,7902.95410836707,8356.03642736373,7774.79459852463,6485.76772058767,6637.65770071016
"nbis-gene-997",13027.6795201482,13397.1160291007,13124.1037686345,12083.7593856816,13117.3299127828,12171.0228730176,13347.0527357219,13616.1597720811,13523.8946465651
"nbis-gene-998",32658.0099677622,32102.951368499,32847.7125813275,28171.2736744378,29340.4313146128,30159.5622669403,30475.2400466946,32601.052110319,32575.7182208727
"nbis-gene-999",3003.82992764247,3125.38155569617,2839.98269899894,2036.15482573207,2195.92381922571,2019.64571691995,2085.47698995654,2328.17605059981,2295.41231528497
"nbis-gene-1000",3611.07081601529,3482.96928294658,3494.76725033704,5560.81447569319,5052.67301949481,5286.03080592609,6192.78698543498,5350.85247522657,5307.95602430099
"nbis-gene-1001",19699.4544104115,24501.7814321428,21029.3034505684,22270.0494136377,24297.4604622133,24521.3095719349,29159.173368564,30044.1991072957,28094.3868292355
"nbis-gene-1002",8707.869338741,8837.06226256298,8439.87582444661,11869.4272987624,11149.9460295786,12616.9303796525,15493.9007106689,13127.7509724605,12037.3513035765
"nbis-gene-1003",5445.04329732569,5639.29890104875,5672.21646839625,8373.13513089356,8068.96896755252,8930.76165813756,10658.0943933583,9766.29387757674,9331.58594868748
"nbis-gene-1004",1448.1032712637,1404.42309796233,1215.29045918963,1817.09482513086,2059.01546132603,1574.63903353081,1850.22154749278,1839.76725097924,2119.82856276209
"nbis-gene-1005",734.988971517529,885.86687717624,752.937659625459,821.081009447684,768.627237657307,781.914577291044,520.5168726976,658.740192166479,721.077096034942
"nbis-gene-1006",5982.28523603017,7146.35291770833,7786.38276137546,6719.15332779309,7242.12872732369,7493.04775795726,5941.62054686256,7453.17474565502,7390.30041517618
"nbis-gene-1007",18174.3522945126,17454.8184567518,17606.8595431799,8437.74995121478,8522.81478389715,8765.01018092379,6115.50500433577,6467.88762965744,6734.32740715533
"nbis-gene-1008",5945.53578745429,5727.88558876637,5384.21458486885,3126.72691505606,2942.99068556024,2924.07225562987,1508.13513115658,1801.18389686663,2004.41677037346
"nbis-gene-1009",2134.0929780134,2302.17355519825,2447.37026584948,1786.3633861976,1802.44704258488,1511.58140632992,1675.20059029752,1725.89930347617,1719.33977891779
"nbis-gene-1010",130.373043757276,162.048818995654,210.512587511063,61.4628778665253,76.5393181958889,74.7683293953417,48.8694880480279,65.8740192166479,70.0362158939547
"nbis-gene-1011",133.872991240693,113.434173296958,147.22966243105,74.0706476852997,33.4185755503177,45.9419855320774,26.1394936070847,57.4045024602217,57.2126834063292
"nbis-gene-1012",166.247505462298,171.771748135393,129.148826693904,110.317985914276,105.64581948165,136.925133350505,71.5994824889712,115.750062337824,77.9276205017242
"nbis-gene-1013",142.622859949235,146.924262556059,131.731803227782,105.590072232236,94.8656338202567,110.801259224422,86.3739788755843,79.9898804773581,84.8325995335226
"nbis-gene-1014",183.747242879382,149.084913476001,134.31477976166,96.134244868155,94.8656338202567,97.2889105385169,107.96747359448,79.0488230599775,81.873322805609
"nbis-gene-1015",181.997269137674,186.896304574987,200.180681375551,79.5865469810135,105.64581948165,67.5617434295256,101.148475262197,71.520363720932,75.9547693497818
"nbis-gene-1016",1071.8589167964,960.409333914241,1170.08836984677,369.565252812825,384.852628111723,448.60997637205,414.822398547214,458.294962264393,466.579297434374
"nbis-gene-1017",220.496691455259,236.591275733654,227.301934981271,237.971655329367,215.603713227856,198.181114059942,196.614451914159,225.853780171364,241.674266112942
"nbis-gene-1018",12282.1907061804,13851.9330477485,13248.0866422607,7534.71843794506,8361.11199897626,6889.49618332016,5029.01127005869,6485.76772058767,7266.99721817978
"nbis-gene-1019",46442.5531311993,58216.5783869186,63050.4571919638,28112.1747534123,31405.9148873357,30379.3631388976,18599.9544510238,24172.0008228403,26117.5899749893
"nbis-gene-1020",2856.83213333896,2783.99871034533,2989.79533796387,2565.68115812059,2519.3293890675,2322.32232748423,1380.8471622873,1832.23879164019,1940.29910793534
"nbis-gene-1021",1854.09717934005,1895.97118224915,1901.07072893426,1869.10187563331,1974.93001316716,1814.2580168942,1404.71365645029,1680.7285474419,1762.74250426052
"nbis-gene-1022",1904.84641784959,1661.54055743544,1593.69652140277,2188.23604917104,2098.90214827318,2025.05065639432,1363.79966645659,1862.35262899637,2107.99145585044
"nbis-gene-1023",1331.73001744009,1405.5034234223,1336.6903562819,1233.19748539887,1351.83528193866,1426.90402123158,1064.90023955819,1255.37059478583,1317.86456949751
"nbis-gene-1024",595.866059051711,473.182551467309,565.671860919299,608.324893755866,618.782656963947,516.171719801576,362.543411333044,467.7055364382,499.131341441424
"nbis-gene-1025",3365.19950530526,3204.24531427406,3657.49477197136,3555.39108889439,3391.44640907418,3993.34944830783,4372.11443071543,5024.30555139547,4854.20025935424
"nbis-gene-1026",1465.60300868079,1495.1704365999,1340.56482108272,2083.43396255247,2122.61855672824,2067.38934894348,1875.22454137782,1996.92383968181,1843.62940149016
"nbis-gene-1027",4780.92826234735,4638.91752511558,4499.54512201561,6753.03670918105,7207.63213320723,7014.71061447622,6213.24398043183,6251.44442365988,6401.90198805304
"nbis-gene-1028",6307.78035198793,6381.48249204884,5233.11045763698,4251.182385768,3844.21420685268,3067.30315170046,1574.05211503532,1726.84036089356,2188.87835308008
"nbis-gene-1029",12251.5661657005,12124.4926372548,11721.5475107387,9031.10311831085,9402.47793386681,8153.35119707516,3641.3451094391,4083.24813401479,4497.11420085267
"nbis-gene-1030",7482.01273267427,9126.58948583521,8709.79687223687,7689.16361822505,8071.1250046848,6536.37347099518,4597.14137568077,5552.23876254604,5897.83851873176
"nbis-gene-1031",9180.36224900227,8453.54672427327,8317.1844390874,10721.3322596403,10271.3608981751,11953.9244707974,21177.5358206268,16970.0884076259,15344.8362598079
"nbis-gene-1032",9060.48904769525,10003.8137593317,9804.97892260118,13499.7695334527,15717.5106943107,11656.6527997075,9689.7966301741,13107.0477092782,13507.1254117735
"nbis-gene-1033",6834.52244824216,8303.38148533729,6861.67716224711,3125.15094382871,3579.02163958241,3188.01346662788,3897.05754689972,3569.43078412493,3416.97819516421
"nbis-gene-1034",5492.29258835182,6489.51503804594,6425.15412802171,4374.10814150105,4817.66497207645,4534.74421898976,5862.06556631926,5332.03132687896,5306.96959872502
"nbis-gene-1035",53596.4457873032,55972.7424065587,51637.5753770236,29785.0682112409,27804.2548578643,27257.1097692078,6666.70736952865,10488.0849167077,13271.3696991164
