Geneid,MM13,MM14,MM15,MM16,MM17,MM18,MM19,MM20,MM21
nbis-gene-1,1449,1307,1059,3463,2765,3225,8130,9836,9736
nbis-gene-2,7457,6087,5022,6751,5342,5991,5824,6662,6373
nbis-gene-3,7267,5699,4854,7229,5502,6182,7224,7747,7295
nbis-gene-4,21461,18209,15498,22093,15646,20513,22772,24424,22214
nbis-gene-5,893,800,670,1261,894,1147,777,972,870
nbis-gene-6,3025,2427,2124,9384,6941,8565,10726,10997,10454
nbis-gene-7,2680,2055,1604,8854,6539,8194,8017,9170,8728
nbis-gene-8,921,774,656,1543,1181,1606,1242,1506,1333
nbis-gene-9,56269,46580,35328,70936,52109,65295,11701,22758,27435
nbis-gene-10,1107,859,651,1631,1244,1395,1149,1390,1172
nbis-gene-11,2865,2729,2192,4553,3456,4260,3951,4196,3881
nbis-gene-12,55212,44280,37066,49154,43334,34423,29954,41112,40389
nbis-gene-13,1036,991,948,968,676,918,1088,1262,917
nbis-gene-14,302,275,278,195,169,219,396,307,295
nbis-gene-15,1946,1461,1458,8911,5754,8610,11027,11433,10168
nbis-gene-16,7859,6900,6007,4568,3126,4171,1934,2800,3234
nbis-gene-17,1761,1542,1307,912,669,677,477,643,693
nbis-gene-18,12883,12068,10108,11922,9729,11829,7724,10539,10017
nbis-gene-19,763,775,745,3536,2973,4021,5373,5659,4687
nbis-gene-20,3119,3328,2499,4749,3651,4723,6314,7811,6032
nbis-gene-21,18002,16732,16365,23778,18295,21173,18543,22676,21076
nbis-gene-22,4925,3621,2815,8836,6669,7470,6353,7830,7291
nbis-gene-23,6113,4694,3573,12220,9047,10442,9605,10969,10370
nbis-gene-24,1300,1189,848,2466,1977,1954,2543,2744,2346
nbis-gene-25,4765,4186,3881,6105,4235,5075,5885,6684,5653
nbis-gene-26,2157,1547,1295,3207,2223,3031,3325,3457,2899
nbis-gene-27,2448,1913,1449,3668,2500,3335,4053,4111,3447
nbis-gene-28,9282,6890,5538,7402,4538,6234,5760,6207,5858
nbis-gene-29,8877,7720,6400,7706,5606,7012,3163,4523,5031
nbis-gene-30,4511,4013,3558,5448,4354,4890,3249,4888,4814
nbis-gene-31,9385,7663,5705,6471,5115,4889,3645,4922,4507
nbis-gene-32,38774,32203,26533,29369,19962,26233,13887,19662,21182
nbis-gene-33,2259,1988,1609,1512,1141,1324,910,1219,1125
nbis-gene-34,169287,153146,149990,141202,109351,128191,110354,123738,113264
nbis-gene-35,9812,8068,6299,13728,9241,12526,17619,16781,14899
nbis-gene-36,4748,4065,3424,5566,3752,5040,7500,6922,5924
nbis-gene-37,10221,8140,6697,50070,36641,50921,77032,68137,61138
nbis-gene-38,33802,28254,22743,34574,23028,31907,16997,19816,19202
nbis-gene-39,10231,10017,7047,5220,4291,3892,2508,3511,3507
nbis-gene-40,7445,6182,5124,5215,3463,4440,1396,1832,1940
nbis-gene-41,12431,9810,8100,6951,4724,6114,2023,2800,2878
nbis-gene-42,10097,8587,7193,5336,3544,4839,1956,2375,2381
nbis-gene-43,4438,3692,2967,3326,2251,3082,1267,1593,1542
nbis-gene-44,1491,1322,1087,962,655,764,375,510,490
nbis-gene-45,17800,13665,10473,24104,16922,20390,16967,19100,16651
nbis-gene-46,58250,44484,36926,79166,59192,74941,54528,63187,55474
nbis-gene-47,19611,15456,12384,26299,19326,24408,19934,21077,19000
nbis-gene-48,51869,40093,33350,66748,48302,62888,49499,56546,49399
nbis-gene-49,16906,14603,11549,14958,11189,14469,11039,14071,12476
nbis-gene-50,52022,40556,34856,43764,33396,38746,32070,39166,36146
nbis-gene-51,17058,12804,10788,14186,9721,12520,10340,12121,10971
nbis-gene-52,37470,30492,24520,29820,22751,26191,19530,23441,21690
nbis-gene-53,38777,31194,25806,30653,22431,27548,20032,24631,22762
nbis-gene-54,99277,80316,64863,78627,58285,72741,49236,61445,56198
nbis-gene-55,81315,63014,53485,64225,47886,59684,41348,52938,48052
nbis-gene-56,137609,111169,94418,112937,86047,108455,74217,91081,83766
nbis-gene-57,27850,23182,18162,24133,17770,21541,16869,19851,18627
nbis-gene-58,3137,2225,1710,5687,4358,3601,2785,4086,4245
nbis-gene-59,30533,23258,18947,44809,30465,41540,15469,21205,22975
nbis-gene-60,4013,3690,2580,6171,3952,5080,2574,3197,3272
nbis-gene-61,1566,1339,1029,2258,1732,1863,924,1455,1449
nbis-gene-62,565,364,364,726,512,760,429,630,599
nbis-gene-63,2129,2404,1795,442,268,531,254,358,409
nbis-gene-64,427,323,242,559,431,514,492,677,673
nbis-gene-65,983,664,575,1522,982,1515,1006,1553,1455
nbis-gene-66,679,467,398,1053,750,925,741,974,871
nbis-gene-67,359,299,225,559,414,458,467,572,530
nbis-gene-68,51913,47057,45292,57071,40722,50051,16953,32182,34895
nbis-gene-69,2623,2295,1707,2714,1861,2121,1381,1584,1573
nbis-gene-70,7488,5450,4528,8058,5627,6776,4147,5152,5256
nbis-gene-71,432,356,351,316,263,340,216,291,275
nbis-gene-72,718,623,482,537,371,460,373,430,444
nbis-gene-73,17669,15368,12398,29201,26316,27251,21423,25577,25289
nbis-gene-74,7683,6579,5670,11509,8831,9910,7552,10068,9833
nbis-gene-75,11402,8780,7140,12510,8834,11054,10577,11285,10676
nbis-gene-76,17882,14588,12222,17828,12951,16417,20485,19183,17142
nbis-gene-77,90945,76917,65604,80901,53543,70952,11605,20270,23359
nbis-gene-78,464,398,318,650,574,668,1325,1357,1246
nbis-gene-79,1794,1383,1235,2784,2199,2824,5970,5775,5676
nbis-gene-80,89,62,101,146,123,134,178,196,190
nbis-gene-81,347,256,268,621,447,577,556,613,579
nbis-gene-82,273,217,210,381,283,321,232,317,251
nbis-gene-83,790,604,528,935,676,828,569,722,727
nbis-gene-84,4993,3833,2898,5479,3889,4920,3522,3831,3670
nbis-gene-85,1607,1316,999,1703,1314,1399,1241,1279,1169
nbis-gene-86,1903,1672,1241,2232,1578,1893,1660,1706,1718
nbis-gene-87,7343,5935,4854,7444,5409,6296,5688,6071,5642
nbis-gene-88,1206,939,653,840,592,554,581,688,638
nbis-gene-89,3827,3204,2532,2669,1833,2166,1655,1952,2033
nbis-gene-90,11711,9594,9139,7729,5597,7485,3981,4992,5137
nbis-gene-91,6007,4909,4127,6621,5457,5548,4008,5301,5566
nbis-gene-92,2728,2543,2229,2971,2417,2626,1776,2458,2642
nbis-gene-93,24932,22494,20342,30835,23287,30487,17848,25249,25414
nbis-gene-94,10491,8714,7256,8769,6246,7936,5956,7086,6779
nbis-gene-95,1233,1079,945,1011,716,884,957,1045,848
nbis-gene-96,141,109,88,1330,739,1440,6086,5349,3638
nbis-gene-97,70,59,56,1027,537,968,3923,3544,2251
nbis-gene-98,137,88,113,2466,1316,2239,8962,7817,5520
nbis-gene-99,177,109,115,3051,1804,3197,10831,10311,7151
nbis-gene-100,139,64,81,2845,1839,2736,11342,9552,6784
nbis-gene-101,91,71,71,3031,1834,3065,11216,10381,7472
nbis-gene-102,26,4,21,650,370,577,1408,1529,1131
nbis-gene-103,414,337,291,8226,5729,8491,12001,13494,11295
nbis-gene-104,566,452,379,10920,7824,11082,11163,14040,12397
nbis-gene-105,2586,2091,1724,3802,2656,3231,1334,2031,1983
nbis-gene-106,1976,1651,1475,2333,1598,2004,739,1014,1074
nbis-gene-107,1712,1420,1158,1879,1328,1561,505,750,718
nbis-gene-108,8174,7176,5634,8563,5362,8000,2184,3200,3414
nbis-gene-109,297,308,194,408,313,389,324,414,404
nbis-gene-110,6478,5415,5131,4640,3179,4510,4214,4888,4442
nbis-gene-111,5203,4139,3246,6053,4270,5030,5532,6186,5774
nbis-gene-112,146,100,80,373,187,273,206,274,212
nbis-gene-113,65,31,42,154,86,95,90,115,113
nbis-gene-114,114,89,86,597,414,598,307,399,481
nbis-gene-115,2679,1931,1785,4122,3116,3623,4927,6158,6851
nbis-gene-116,21691,15284,13346,32037,22094,30436,23471,28213,27201
nbis-gene-117,6351,4823,3908,8673,6170,7677,6464,7356,6700
nbis-gene-118,67929,55564,46088,80922,66098,71105,43097,58787,64271
nbis-gene-119,115739,93278,82468,137964,111646,129723,86017,118400,122521
nbis-gene-120,5200,4717,3741,5769,4818,4905,3732,5101,5096
nbis-gene-121,66104,52396,47259,68944,60151,62363,45578,65488,63316
nbis-gene-122,65417,45489,41795,44198,38846,35335,10858,24960,25617
nbis-gene-123,1508,1348,1127,2278,1669,2069,2654,2726,2460
nbis-gene-124,2494,2240,1887,2065,1652,1796,1803,1751,1768
nbis-gene-125,5150,4677,4336,5745,4391,5367,6039,6623,6428
nbis-gene-126,7489,6257,5071,7238,5900,6073,4766,6063,5917
nbis-gene-127,1403,935,693,8350,6605,7558,15067,13115,10230
nbis-gene-128,13467,10692,8007,88457,69751,79854,143043,119770,98447
nbis-gene-129,6486,4753,3964,4932,3122,4636,2104,2950,2988
nbis-gene-130,922,682,529,754,604,552,437,614,618
nbis-gene-131,8,17,22,11,13,25,55,49,32
nbis-gene-132,37,22,28,21,39,41,79,60,41
nbis-gene-133,0,0,2,0,0,0,2,0,2
nbis-gene-134,25,12,18,18,10,20,42,42,23
nbis-gene-135,45,58,35,68,54,14,46,27,57
nbis-gene-136,60,44,40,75,47,47,44,71,59
nbis-gene-137,295,220,178,295,236,292,308,296,229
nbis-gene-138,121,107,92,140,98,141,74,84,101
nbis-gene-139,46,33,18,50,25,44,46,47,43
nbis-gene-140,297,263,214,300,168,328,263,305,325
nbis-gene-141,357,348,261,687,630,659,5193,4491,3106
nbis-gene-142,1110,853,870,3154,2700,3066,15539,13131,9736
nbis-gene-143,492,378,314,977,680,844,3107,2836,2079
nbis-gene-144,108,72,57,369,246,259,1233,1093,757
nbis-gene-145,513,434,324,1540,1175,1393,5415,4509,3691
nbis-gene-146,5352,3745,2998,4354,3373,2596,4262,4895,4701
nbis-gene-147,849,595,650,819,686,793,1088,1186,1046
nbis-gene-148,2276,1933,1760,2853,1888,2583,3567,4024,3680
nbis-gene-149,2586,2110,1849,1257,993,1233,290,401,505
nbis-gene-150,1825,1324,1175,929,862,553,224,339,335
nbis-gene-151,1128,741,603,2164,1633,1967,1058,1431,1430
nbis-gene-152,25,23,13,27,31,19,13,9,15
nbis-gene-153,1050,888,709,2838,2067,2518,2226,2368,2383
nbis-gene-154,238,209,187,203,134,159,134,211,154
nbis-gene-155,293,283,201,281,207,261,156,214,184
nbis-gene-156,928,714,526,848,658,718,305,521,444
nbis-gene-157,1667,1374,1155,1761,1238,1514,652,944,832
nbis-gene-158,5872,4212,3517,7935,5471,8194,6057,7616,6602
nbis-gene-159,1835,1391,1088,2184,1659,1671,2071,2022,2075
nbis-gene-160,3426,2835,2053,4048,3249,3447,3737,4009,3679
nbis-gene-161,6162,4771,3896,6729,4846,6050,6601,7239,6648
nbis-gene-162,132,73,78,99,58,74,73,73,83
nbis-gene-163,155,78,64,124,90,100,71,94,91
nbis-gene-164,4306,3319,3082,3069,2088,2478,3338,3952,3497
nbis-gene-165,212,181,152,247,175,199,204,176,178
nbis-gene-166,53,33,40,32,23,45,46,41,54
nbis-gene-167,34,36,21,21,8,13,11,4,13
nbis-gene-168,1481,1308,1189,614,647,561,536,459,583
nbis-gene-169,53,53,45,30,41,37,38,27,31
nbis-gene-170,25,19,17,15,11,29,8,20,16
nbis-gene-171,12,7,5,13,8,18,0,16,11
nbis-gene-172,17,7,9,12,18,2,10,7,11
nbis-gene-173,109,77,62,142,80,96,96,106,65
nbis-gene-174,48,56,32,69,48,47,46,74,58
nbis-gene-175,100,69,70,99,94,105,83,79,107
nbis-gene-176,6,6,6,8,14,16,7,6,8
nbis-gene-177,72,71,48,82,66,67,77,78,109
nbis-gene-178,178,109,105,127,110,130,150,193,166
nbis-gene-179,6,1,2,6,2,10,6,2,9
nbis-gene-180,33,36,27,44,30,49,36,55,46
nbis-gene-181,85,75,56,95,74,109,102,119,127
nbis-gene-182,16,10,16,20,12,27,34,22,18
nbis-gene-183,31,10,10,29,32,23,13,10,13
nbis-gene-184,24,13,9,29,17,20,18,17,24
nbis-gene-185,52,42,38,80,58,44,55,33,54
nbis-gene-186,10,12,8,21,9,15,12,16,19
nbis-gene-187,64,55,44,119,61,76,75,93,68
nbis-gene-188,94,75,50,94,60,79,71,111,72
nbis-gene-189,43,18,21,58,42,62,43,48,39
nbis-gene-190,236,177,128,286,209,294,197,235,209
nbis-gene-191,26,22,8,22,22,26,30,14,20
nbis-gene-192,16,6,0,12,10,18,29,18,20
nbis-gene-193,39,34,33,44,39,61,31,66,56
nbis-gene-194,54,48,44,95,61,83,83,71,81
nbis-gene-195,87,41,49,62,66,61,50,88,74
nbis-gene-196,95,64,35,74,66,64,56,44,83
nbis-gene-197,588,462,362,456,313,400,412,398,319
nbis-gene-198,813,669,552,666,506,559,505,541,509
nbis-gene-199,613,533,416,439,401,382,369,371,338
nbis-gene-200,1262,975,759,980,791,857,655,779,762
nbis-gene-201,183,136,116,138,91,115,75,100,109
nbis-gene-202,267,234,163,154,167,169,139,206,163
nbis-gene-203,242,210,148,145,141,138,148,160,161
nbis-gene-204,657,486,410,525,399,494,437,466,436
nbis-gene-205,382,301,178,325,234,242,231,269,277
nbis-gene-206,255,265,162,213,152,214,185,244,193
nbis-gene-207,553,485,379,412,320,357,314,375,321
nbis-gene-208,63,35,29,48,23,34,29,34,25
nbis-gene-209,2940,2189,1887,2346,1765,2221,1653,1996,1651
nbis-gene-210,695,501,454,602,444,527,343,496,391
nbis-gene-211,2584,1950,1667,2322,1788,2065,1853,2131,1835
nbis-gene-212,43,39,29,65,37,45,24,33,29
nbis-gene-213,95,98,59,112,128,93,82,109,91
nbis-gene-214,222,205,136,360,298,302,177,236,266
nbis-gene-215,83,82,63,58,59,41,67,58,60
nbis-gene-216,142,122,110,137,123,105,142,145,151
nbis-gene-217,735,663,566,724,591,659,1043,1252,980
nbis-gene-218,551,508,399,479,378,299,245,272,252
nbis-gene-219,452,377,289,295,248,265,239,291,243
nbis-gene-220,9813,8254,7001,4773,3657,4162,1811,2690,2885
nbis-gene-221,105,101,116,74,91,76,116,120,112
nbis-gene-222,612,483,447,828,758,789,924,1031,960
nbis-gene-223,17611,15489,14098,17076,12906,16013,15173,18119,17292
nbis-gene-224,116,82,57,185,123,175,80,118,110
nbis-gene-225,1356,859,805,12226,10579,9438,6688,7482,9349
nbis-gene-226,3226,2289,2287,28846,25563,23326,15317,17537,20591
nbis-gene-227,1069,543,614,8074,8509,5617,3584,4352,5467
nbis-gene-228,3643,2714,2554,27482,26055,21187,15139,16935,19021
nbis-gene-229,2903,2151,2202,17543,19386,15164,9604,10623,11550
nbis-gene-230,11767,10936,9349,14274,11095,16304,33533,31025,23617
nbis-gene-231,3763,2760,2878,4566,3385,3872,1989,2790,2960
nbis-gene-232,3090,2188,2029,3022,2378,2397,1550,2108,2067
nbis-gene-233,7226,5318,4808,8126,5883,7192,5121,6059,6449
nbis-gene-234,3188,2371,2035,3129,2089,2960,1926,2346,2318
nbis-gene-235,1044,577,526,1842,1659,848,1614,1700,1663
nbis-gene-236,512,421,341,921,664,739,684,701,631
nbis-gene-237,6972,5611,5015,8677,5969,7953,7138,8087,7441
nbis-gene-238,16892,13486,10597,28254,19262,26293,11920,16317,16933
nbis-gene-239,15619,14773,11879,13267,9754,10587,15628,13886,13047
nbis-gene-240,18147,13915,11801,16832,10850,15546,18910,19292,17638
nbis-gene-241,743,561,475,1254,851,1034,1005,958,919
nbis-gene-242,1717,1379,1124,2107,1557,1997,2743,3563,3698
nbis-gene-243,2659,2194,1708,2401,1700,2083,944,1319,1299
nbis-gene-244,3632,2957,2299,2872,2074,2704,1148,1594,1623
nbis-gene-245,11192,8701,6963,13091,9116,11922,6838,8117,7663
nbis-gene-246,8506,6516,5575,9798,6746,9151,7964,7808,7311
nbis-gene-247,2844,2114,1719,2327,1591,1938,2206,2150,1806
nbis-gene-248,399,264,202,281,242,177,331,350,252
nbis-gene-249,568,462,457,373,372,240,373,462,420
nbis-gene-250,1790,1477,1723,957,790,899,1025,1208,1088
nbis-gene-251,23057,18334,17004,18317,12518,16050,8003,11698,11369
nbis-gene-252,5459,4557,3558,5029,3714,3630,2147,2682,2889
nbis-gene-253,4513,3346,2942,4974,3499,4496,2123,2670,2940
nbis-gene-254,11879,9402,7701,12471,8486,11188,5950,7324,7273
nbis-gene-255,15486,12626,10433,14531,9954,12619,9075,10275,9671
nbis-gene-256,18882,15319,13565,18524,12675,17332,13834,16811,16019
nbis-gene-257,4547,3792,2791,3814,2962,3388,2855,3590,3485
nbis-gene-258,4853,4118,3209,2719,1965,2477,702,1186,1363
nbis-gene-259,27107,23082,18438,16490,11534,14810,6475,8823,9413
nbis-gene-260,53122,43964,36412,31850,22267,28841,16118,20403,20555
nbis-gene-261,7464,6295,5467,7857,6015,7219,6051,6810,6883
nbis-gene-262,5329,4582,3669,9068,6031,7986,17021,16849,12886
nbis-gene-263,3114,2500,2109,3674,2635,3440,9982,9823,7122
nbis-gene-264,1007,890,593,2329,1673,1994,2779,2632,2347
nbis-gene-265,1945,1792,1438,3503,2725,3501,2232,3163,2840
nbis-gene-266,10053,9799,8784,10709,8772,10900,5785,8523,7924
nbis-gene-267,7040,5814,4595,7584,5175,6191,3814,5344,5686
nbis-gene-268,6848,5825,4980,6477,4403,6227,4003,5449,5316
nbis-gene-269,558,423,311,423,377,295,137,232,210
nbis-gene-270,876,669,594,587,481,549,277,367,404
nbis-gene-271,10504,8443,6729,10787,7053,9027,4907,6008,6386
nbis-gene-272,2145,1433,1088,6296,4777,4542,16875,18581,14830
nbis-gene-273,2936,2216,1690,7766,5819,7087,20364,21339,16811
nbis-gene-274,7480,5982,5058,22158,16029,19314,68121,66304,51324
nbis-gene-275,12269,10768,8956,35354,25571,35965,102603,106148,79628
nbis-gene-276,13911,11593,10421,33052,25774,29328,15235,22055,23237
nbis-gene-277,4175,3655,3021,6465,5514,5565,4770,5393,5296
nbis-gene-278,11368,9794,8723,26220,21373,24453,19681,24273,24852
nbis-gene-279,428,219,180,535,409,424,305,468,574
nbis-gene-280,13252,10676,9048,19195,13521,17557,11529,13866,14765
nbis-gene-281,9348,7656,6375,12635,8486,11990,8473,10028,10150
nbis-gene-282,3493,2970,2710,2735,1980,2409,1735,2100,1999
nbis-gene-283,2183,2041,1766,1389,944,1192,731,1100,1087
nbis-gene-284,8857,8591,7534,13338,11628,15904,15979,18090,16137
nbis-gene-285,743,592,460,1817,1504,1644,2359,3071,2854
nbis-gene-286,4835,4333,3639,13021,10428,13162,17001,21368,19643
nbis-gene-287,3528,2551,2091,6071,4306,4851,2942,3801,4062
nbis-gene-288,931,591,506,1347,985,785,689,836,838
nbis-gene-289,8008,5884,4931,11383,7779,10548,4075,5943,6000
nbis-gene-290,4538,3349,2926,6153,4597,4168,3267,4096,4013
nbis-gene-291,4771,3783,3112,8906,6988,8608,10699,10916,9425
nbis-gene-292,1369,1186,1015,1242,853,975,553,788,859
nbis-gene-293,2391,2017,1621,2454,1956,1902,1273,1779,1744
nbis-gene-294,8741,7396,5530,13754,9465,12601,5853,7760,8592
nbis-gene-295,4819,3774,2956,5772,3883,5171,5985,6786,5838
nbis-gene-296,10126,8113,6260,9484,6518,8114,3979,5118,4992
nbis-gene-297,3233,2752,2423,6702,5045,5601,6893,8215,7660
nbis-gene-298,8468,7124,6668,16263,12125,15970,17168,20850,19684
nbis-gene-299,16921,14671,10332,17803,14726,12461,16205,17206,15774
nbis-gene-300,2940,2538,2257,1401,1018,1185,1008,1201,1273
nbis-gene-301,442,369,353,960,862,858,4478,4951,5143
nbis-gene-302,318,248,217,761,695,566,3410,3677,3609
nbis-gene-303,2363,1830,1472,1931,1374,1883,884,1167,1234
nbis-gene-304,1328,1146,966,1016,704,772,493,716,704
nbis-gene-305,16781,15600,13359,33246,29705,31957,45615,50707,46322
nbis-gene-306,1456,1191,1059,2773,2573,1948,4206,3802,3535
nbis-gene-307,485,349,297,484,393,260,309,304,377
nbis-gene-308,6523,5211,4378,6881,5064,5968,7461,8946,8449
nbis-gene-309,7447,6998,6481,4724,3208,3933,1884,2740,2938
nbis-gene-310,2902,2176,1885,3245,2304,3040,875,1442,1517
nbis-gene-311,2035,1641,1319,1998,1345,1650,621,894,1080
nbis-gene-312,12471,11134,10265,8478,5790,7135,1041,2490,3097
nbis-gene-313,4470,4143,3864,3991,3204,3901,3010,3695,3313
nbis-gene-314,22690,20682,15593,20096,15748,16085,8398,13277,13666
nbis-gene-315,12456,9620,7630,10872,8677,9458,5929,8062,8146
nbis-gene-316,46187,35575,30317,37840,28168,33023,29802,33764,32209
nbis-gene-317,22321,18355,16067,18451,12645,17748,17127,19561,17324
nbis-gene-318,19517,17123,16654,35843,27274,32163,86763,89526,72656
nbis-gene-319,734,628,471,785,684,644,492,605,627
nbis-gene-320,10139,9888,8845,23604,20113,22790,30246,31857,28873
nbis-gene-321,4616,4073,3539,4540,3476,4065,6037,6580,5770
nbis-gene-322,4758,3677,3126,6266,4394,5438,3800,4441,4665
nbis-gene-323,6911,5386,4814,11281,8652,9309,7621,9552,9379
nbis-gene-324,15096,13625,11419,22004,17017,24057,19134,22141,19567
nbis-gene-325,6256,5031,4004,6370,3991,5607,2778,3821,3583
nbis-gene-326,6164,5331,3994,5239,3577,4983,2667,3294,3099
nbis-gene-327,9503,7985,6219,7266,5071,6908,3752,4522,4371
nbis-gene-328,3981,3378,3320,2795,1751,2623,1828,2020,2081
nbis-gene-329,238,182,154,240,210,162,192,230,202
nbis-gene-330,24,11,29,35,32,20,38,28,31
nbis-gene-331,43,60,55,138,68,71,35,65,44
nbis-gene-332,414,335,298,474,339,447,196,329,298
nbis-gene-333,923,849,694,1169,1056,904,867,1034,853
nbis-gene-334,15,28,18,31,24,20,10,13,19
nbis-gene-335,48,24,35,46,50,29,27,38,41
nbis-gene-336,223,84,120,136,160,207,149,155,159
nbis-gene-337,16,14,20,35,30,24,2,13,11
nbis-gene-338,53,43,21,62,31,64,23,36,26
nbis-gene-339,46,34,37,51,41,84,46,40,61
nbis-gene-340,21,23,19,46,30,44,24,38,28
nbis-gene-341,61,52,45,79,60,90,52,53,58
nbis-gene-342,36,40,29,59,27,57,50,35,20
nbis-gene-343,3515,2873,2301,2035,1415,2026,1026,1049,1015
nbis-gene-344,2915,2542,2263,1851,1271,1859,1339,1427,1248
nbis-gene-345,414,341,310,406,338,378,520,527,402
nbis-gene-346,174,106,67,132,124,83,161,167,177
nbis-gene-347,259,188,119,238,193,171,193,244,197
nbis-gene-348,334,284,213,449,333,420,251,324,300
nbis-gene-349,3240,2095,1729,5145,3350,4747,4234,4572,4394
nbis-gene-350,221,143,108,231,147,168,183,180,160
nbis-gene-351,176,125,110,134,86,76,67,84,95
nbis-gene-352,307,264,218,147,125,83,105,163,107
nbis-gene-353,400,310,251,168,157,158,154,177,181
nbis-gene-354,421,316,295,173,141,162,147,159,131
